露營場名稱,縣市別,縣市代碼,鄉/鎮/市/區,營業狀態,經度,緯度,地址,電話,手機,網站,符合相關法規露營場／違反相關法規露營場,違反相關法規,是否有在原民區,露營場設置時間
開礦露營區,苗栗縣,10005,公館鄉,營業中,120.848368,24.456193,苗栗縣公館鄉開礦村2鄰26號,,0906775770,https://www.facebook.com/kkcamping/,違反相關法規露營場,不符合土地管制法規,否,
樂活露營區,苗栗縣,10005,公館鄉,營業中,120.886593,24.521317,北河段 435-7地號,,0919519498,https://m.icamping.app/store/lh708,違反相關法規露營場,區域計畫法,否,
希望樂園露營區,苗栗縣,10005,公館鄉,營業中,120.842707,24.546938,苗栗縣公館鄉公館3鄰40號,,0966350365,https://www.facebook.com/%E8%8B%97%E6%A0%97%E5%B8%8C%E6%9C%9B%E6%A8%82%E5%9C%92%E9%9C%B2%E7%87%9F%E5%8D%80-2001564386736825/,違反相關法規露營場,區域計畫法,否,
小日子露營區,苗栗縣,10005,公館鄉,營業中,120.842031,24.540768,苗栗縣公館鄉尖山74-1號,,098299365,https://www.simplelifecamp.com.tw/,違反相關法規露營場,不符合土地管制法規,否,
再露營露營區,苗栗縣,10005,公館鄉,營業中,120.838174,24.483403,363苗栗縣公館鄉福星村227-1 號,,0911833908,,違反相關法規露營場,不符合土地管制法規,否,
大山清境露營區,苗栗縣,10005,公館鄉,營業中,120.840812,24.458714,苗栗縣公館鄉10號,,0911122328,https://www.facebook.com/bigmountain037,違反相關法規露營場,不符合土地管制法規,否,
福基老家,苗栗縣,10005,公館鄉,營業中,120.8367878,24.46772756,苗栗縣公館鄉福基村11鄰福基257之1號,,0937727883,https://m.icamping.app/store/fg338,違反相關法規露營場,不符合土地管制法規,否,
奈思寵物nice露營區,苗栗縣,10005,公館鄉,營業中,120.86767,24.514052,南河村9鄰98-12號,,0975884112,https://woodsecret.weebly.com/32879320972604124335.html,違反相關法規露營場,區域計畫法,否,
衝到山上去放空,苗栗縣,10005,公館鄉,營業中,120.839576,24.483024,苗栗縣公館鄉福星村福星227-3,,0961398628,https://go2mountain.tw/,違反相關法規露營場,不符合土地管制法規,否,
日旺休閒露營區,苗栗縣,10005,公館鄉,營業中,120.886596,24.520092,苗栗縣公館鄉18鄰北河186-3號,,0910371234,https://www.facebook.com/RiWangCAMPING/,違反相關法規露營場,不符合土地管制法規,否,
樹語星晴露營區,苗栗縣,10005,公館鄉,營業中,120.838909,24.483168,"苗栗縣公館鄉福星村7鄰227之8號,",,0938519835,https://www.facebook.com/AllanShen888,違反相關法規露營場,不符合土地管制法規,否,
享樂秘境民宿露營農場,苗栗縣,10005,公館鄉,營業中,120.84897,24.534636,苗栗縣公館鄉北河村北河21號,,0905588811,,違反相關法規露營場,區域計畫法,否,
山水 518 露營區,苗栗縣,10005,公館鄉,營業中,120.849589,24.455012,苗栗縣公館鄉開礦村,,0918392456,,違反相關法規露營場,不符合土地管制法規,否,
築夢農莊,苗栗縣,10005,公館鄉,營業中,120.821983,24.485153,苗栗縣公館鄉福星村43-2號,,0920808970,http://www.unds.com.tw/dream/charges.html,違反相關法規露營場,不符合土地管制法規,否,
銃庫營地,苗栗縣,10005,公館鄉,營業中,120.885502,24.520247,苗栗縣公館鄉北河村,037235758,,,違反相關法規露營場,不符合土地管制法規,否,
綠野神農休閒民宿露營區,苗栗縣,10005,公館鄉,營業中,120.845265,24.514763,苗栗縣公館鄉仁安村9鄰仁安122-28號,,0912223458,http://www.luye2014.com/,違反相關法規露營場,區域計畫法,否,
金滿山露營山莊,苗栗縣,10005,公館鄉,營業中,120.859431,24.50503,苗栗縣公館鄉仁安村仁安219-1號,,0932677646,https://www.facebook.com/%E9%87%91%E6%BB%BF%E5%B1%B1%E9%9C%B2%E7%87%9F%E5%B1%B1%E8%8E%8A-591426951021366/,違反相關法規露營場,不符合土地管制法規,否,
沐林而居,苗栗縣,10005,公館鄉,營業中,120.839517,24.483213,福星村227-1 號,,0911833908,https://mulinkeepcamping.wixsite.com/my-site-3?fbclid=IwAR34vK0_pIoAxTMtke6i50Zf3ZGmLBH6K20i5FtlIMxxv6uao6raj96X-04,違反相關法規露營場,區域計畫法,否,
再~露營,苗栗縣,10005,公館鄉,營業中,120.837998,24.483019,苗栗縣公館鄉福星村227-1 號,,0911833908,https://www.easycamp.com.tw/Store_1921.html,違反相關法規露營場,不符合土地管制法規,否,
跳跳城堡,苗栗縣,10005,公館鄉,營業中,120.839407,24.483585,苗栗縣公館鄉福星村福星7鄰227號,,0912953255,https://www.facebook.com/dreamcastel888/,違反相關法規露營場,不符合土地管制法規,否,
拍片場,苗栗縣,10005,公館鄉,營業中,120.849154,24.453391,開礦村開礦 26-26 號,,0919664780,https://camping5261.epo.tw/,違反相關法規露營場,區域計畫法,否,
桃樂絲露營區,苗栗縣,10005,公館鄉,營業中,120.841096,24.546198,苗栗縣公館鄉尖山村尖山40號,,0966350365,http://www.dorothycamp.com.tw/,違反相關法規露營場,區域計畫法,否,
築鄉霖露營區,苗栗縣,10005,公館鄉,營業中,120.8224,24.49744,苗栗縣公館鄉館南村206之1號,,0975016966,https://www.easycamp.com.tw/Store_2057.html,違反相關法規露營場,待清查,否,
戀戀山水農莊,苗栗縣,10005,公館鄉,營業中,120.845936,24.463536,苗栗縣公館鄉開礦村2鄰開礦30號,,0903929218,https://www.inlove.com.tw/,違反相關法規露營場,不符合土地管制法規,否,
橄欖莊園,苗栗縣,10005,公館鄉,營業中,120.840672,24.458214,出礦坑段 179-1地號,0222527966,,https://www.easycamp.com.tw/Store_2598.html,違反相關法規露營場,區域計畫法,否,
四方鮮乳休閒農場,苗栗縣,10005,竹南鎮,營業中,120.892785,24.724204,崎頂里崎頂里12鄰東崎頂9-6號,037584743,,https://www.facebook.com/fourwaysranch/?locale=zh_TW,違反相關法規露營場,,否,
西湖祕密花園露營區,苗栗縣,10005,西湖鄉,營業中,120.786107,24.551187,苗栗縣西湖鄉9鄰茶亭6-1號,037923029,,https://www.facebook.com/SecretGarden923029/,違反相關法規露營場,不符合土地管制法規,否,
祕密花園露營區,苗栗縣,10005,西湖鄉,營業中,120.78591,24.551592,苗栗縣西湖鄉金獅村茶亭6-1號,,0937220911,https://m.icamping.app/store/xhmmhy093,違反相關法規露營場,區域計畫法,否,
湖櫻養生休閒農場,苗栗縣,10005,西湖鄉,營業中,120.781347,24.556341,苗栗縣西湖鄉金獅村8鄰杜石地10號,,0919580580,https://www.kongfu.com.tw/,違反相關法規露營場,待清查,否,休閒農場請洽主管機關（農業部）
悠閒時光小本營,苗栗縣,10005,西湖鄉,營業中,120.765268,24.53081,五湖村16鄰216號,,0915809965,https://www.facebook.com/people/%E6%82%A0%E9%96%92%E6%99%82%E5%85%89%E5%B0%8F%E6%9C%AC%E7%87%9F/100082581000395/,違反相關法規露營場,區域計畫法,否,
只今漫漫,苗栗縣,10005,西湖鄉,營業中,120.770605,24.49928,西湖鄉高埔村筧窩1鄰7-1號,037985686,,https://www.facebook.com/xihumm/?locale=zh_TW,違反相關法規露營場,區域計畫法,否,
義芳農場,苗栗縣,10005,西湖鄉,營業中,120.782454,24.541678,368苗栗縣西湖鄉11鄰9號,037920715,,https://www.yi-farm.com/,違反相關法規露營場,不符合土地管制法規,否,
悄悄話Whiscamper,苗栗縣,10005,卓蘭鎮,營業中,120.819991,24.33259,西坪段103地號,,"0905136782,0934367862",https://ms-my.facebook.com/whiscp/,違反相關法規露營場,不符合土地管制法規,否,
寨酌然野奢莊園,苗栗縣,10005,卓蘭鎮,營業中,120.8282217,24.3336076,苗栗縣卓蘭鎮西坪里43-20號,,0989981285,http://modolcr.swmall.com.tw,違反相關法規露營場,不符合土地管制法規,否,
水玉妮光,苗栗縣,10005,卓蘭鎮,營業中,120.81781,24.333517,苗栗縣卓蘭鎮西坪里109-21號,,0911118383,https://hostel.url.com.tw/Mhome/showRoom/3375,違反相關法規露營場,不符合土地管制法規,否,
山林野地露營區,苗栗縣,10005,卓蘭鎮,營業中,120.817855,24.333422,苗栗縣卓蘭鎮西坪里109-21號,,0911118383,https://www.xiping.tw/,違反相關法規露營場,不符合土地管制法規,否,
阿姑ㄟ兜,苗栗縣,10005,卓蘭鎮,營業中,120.84823,24.3185,食水坑段267地號,,0981178809/0987160724,https://www.facebook.com/aunthomecamping/,違反相關法規露營場,不符合土地管制法規,否,
Glamping Hygge Hill山野森活,苗栗縣,10005,卓蘭鎮,營業中,120.832565,24.328285,苗栗縣卓蘭鎮西坪里3鄰西坪33-1號,425895858,,https://www.glampinghyggehill.com.tw/tw/about,違反相關法規露營場,區域計畫法,否,
有里日子露營區,苗栗縣,10005,卓蘭鎮,營業中,120.818014,24.333217,西坪段 103-2地號,,0905136782,https://www.facebook.com/Ulivingu/?locale=zh_TW,違反相關法規露營場,區域計畫法,否,
綠野景山露營地,苗栗縣,10005,卓蘭鎮,營業中,120.852303,24.347254,苗栗縣卓蘭鎮景山里景山7鄰113號,,0910080999,https://m.facebook.com/%E7%B6%A0%E9%87%8E%E6%99%AF%E5%B1%B1%E9%9C%B2%E7%87%9F%E5%9C%B0-280944845733053/,違反相關法規露營場,不符合土地管制法規,否,
饗果樂露營區,苗栗縣,10005,卓蘭鎮,營業中,120.860964,24.296152,苗栗縣卓蘭鎮內灣里東盛31之2號,,0937733139,https://www.easycamp.com.tw/Store_2065.html,違反相關法規露營場,不符合土地管制法規,否,
逸香園休閒莊園,苗栗縣,10005,卓蘭鎮,營業中,120.876811,24.33202,苗栗縣卓蘭鎮坪林里坪林8鄰87號,0222527966,0916688120,https://www.easycamp.com.tw/Store_1702.html,違反相關法規露營場,區域計畫法,否,
流壁下露營區,苗栗縣,10005,卓蘭鎮,營業中,120.886703,24.32406,苗栗縣卓蘭鎮內灣里東盛31-2號,,0933413086,https://www.facebook.com/Q0933413086/,違反相關法規露營場,不符合土地管制法規,否,
森日快樂露營區,苗栗縣,10005,卓蘭鎮,營業中,120.8229518,24.33220929,西坪里西坪36之29號,,0911586966,https://www.facebook.com/HBDCAMP/?locale=zh_TW,違反相關法規露營場,區域計畫法,否,
自然圈農場,苗栗縣,10005,卓蘭鎮,營業中,120.821362,24.332785,苗栗縣卓蘭鎮西坪里西坪36-20號,,0928691919,https://www.facebook.com/lofiland/,違反相關法規露營場,不符合土地管制法規,否,
緣野營客,苗栗縣,10005,卓蘭鎮,營業中,120.87626,24.33049,苗栗縣卓蘭鎮坪林里9鄰103號,,0965118565,https://m.icamping.app/store/cyyk391,違反相關法規露營場,不符合土地管制法規,否,
遇見露營區,苗栗縣,10005,卓蘭鎮,營業中,120.85363,24.30494,369苗栗縣卓蘭鎮內灣130之1號,,"0922653917,0928450538",,違反相關法規露營場,區域計畫法,否,
小森時光農場,苗栗縣,10005,卓蘭鎮,營業中,120.847627,24.324903,苗栗縣卓蘭鎮西坪里2鄰10號東側,,0921557116,https://www.facebook.com/jeandon1216/,違反相關法規露營場,不符合土地管制法規,否,
頤生園,苗栗縣,10005,卓蘭鎮,營業中,120.89141,24.32796,坪林里坪林99-9號,,0931228080,https://www.facebook.com/p/%E9%A0%A4%E7%94%9F%E5%9C%92%E9%9C%B2%E7%87%9F%E5%8D%80-100088882152792/,違反相關法規露營場,區域計畫法,否,
小白屋農園,苗栗縣,10005,卓蘭鎮,營業中,120.845573,24.317292,苗栗縣卓蘭鎮老庄17鄰147之15號,,0935302257,https://www.easycamp.com.tw/Store_2437.html,違反相關法規露營場,不符合土地管制法規,否,
代觀山湖畔農場露營區,苗栗縣,10005,卓蘭鎮,營業中,120.84825,24.35233,苗栗縣卓蘭鎮景山119-3號,,0928997347,https://www.facebook.com/daiguanshan.1962/?locale=zh_TW,違反相關法規露營場,不符合土地管制法規,否,
小巷清風,苗栗縣,10005,卓蘭鎮,營業中,120.816004,24.337702,西坪里西坪109之8號1樓,,0965610360,https://www.facebook.com/lealleyautocamp/,違反相關法規露營場,區域計畫法,否,
1961的星空,苗栗縣,10005,卓蘭鎮,營業中,120.834488,24.326151,369苗栗縣卓蘭鎮西坪里3鄰西坪27-1號,,0976165235,,違反相關法規露營場,不符合土地管制法規,否,
長青谷森林遊樂區,苗栗縣,10005,卓蘭鎮,營業中,120.870071,24.314204,苗栗縣卓蘭鎮食水坑78號,0425893329,,,違反相關法規露營場,區域計畫法,否,
桃花源露營區,苗栗縣,10005,卓蘭鎮,營業中,120.8890796,24.32959115,苗栗縣卓蘭鎮坪林里8鄰98號,0425921072,,https://m.icamping.app/store/thy244,違反相關法規露營場,不符合土地管制法規,否,
東耕露營地,苗栗縣,10005,卓蘭鎮,營業中,120.815432,24.332235,苗栗縣卓蘭鎮西坪里9鄰109-37號,,0933865939,https://www.facebook.com/donggengcamping/,違反相關法規露營場,不符合土地管制法規,否,
滝貓谷-山林漫遊渡假村,苗栗縣,10005,卓蘭鎮,營業中,120.875938,24.342246,369苗栗縣卓蘭鎮坪林25-1號,,0928121677,https://www.facebook.com/longmaovalley25?mibextid=LQQJ4d,違反相關法規露營場,不符合土地管制法規,否,
橘舍三食,苗栗縣,10005,卓蘭鎮,營業中,120.828575,24.332853,苗栗縣卓蘭鎮西坪里西坪43-15號,,0966511591,https://www.orangefarmhouse3.tw/,違反相關法規露營場,不符合土地管制法規,否,
自然風情,苗栗縣,10005,卓蘭鎮,營業中,120.781314,24.332446,苗栗縣卓蘭鎮西坪里西坪134之7號,0425898080,,https://naturalview.tw/h/Index?key=v88kb,違反相關法規露營場,不符合土地管制法規,否,
游孟儒,苗栗縣,10005,卓蘭鎮,營業中,120.828575,24.332853,豐田段274號,,0966511591,https://www.orangefarmhouse3.tw/,違反相關法規露營場,區域計畫法,否,
流壁下10.5k露營區,苗栗縣,10005,卓蘭鎮,營業中,120.886233,24.324286,369苗栗縣卓蘭鎮坪林里 113之9號,,0933413086,https://website-2574047208101526925132-campground.business.site/,違反相關法規露營場,不符合土地管制法規,否,
松山露營區,苗栗縣,10005,卓蘭鎮,營業中,120.820138,24.33074,苗栗縣卓蘭鎮松山農路,,0938476970,https://m.facebook.com/ï¼E6ï¼9Dï¼BEï¼E5ï¼B1ï¼B1ï¼E9ï¼9Cï¼B2ï¼E7ï¼87ï¼9Fï¼E5ï¼8Dï¼80-970947863011636/,違反相關法規露營場,不符合土地管制法規,否,
333露營區,苗栗縣,10005,卓蘭鎮,營業中,120.841257,24.340288,雙連道路33之3號,,0910567118,https://www.facebook.com/p/333%E9%9C%B2%E7%87%9F%E5%8D%80camping-100084316220737/?locale=zh_TW,違反相關法規露營場,區域計畫法,否,
怡心園歡樂露營區,苗栗縣,10005,卓蘭鎮,營業中,120.831594,24.332993,苗栗縣卓蘭鎮西坪里西坪4鄰43之6號,,0911767358,https://www.facebook.com/gogoecu/,違反相關法規露營場,不符合土地管制法規,否,
兩朵雲露營區,苗栗縣,10005,卓蘭鎮,營業中,120.803805,24.336199,苗栗縣卓蘭鎮西坪125之3號,,0937211579,,違反相關法規露營場,不符合土地管制法規,否,
新百香自然農場,苗栗縣,10005,南庄鄉,營業中,120.99747,24.574465,苗栗縣南庄鄉小東河23號,037821850,,https://www.facebook.com/newpassinfarm/,違反相關法規露營場,不符合土地管制法規,是,
南洋62之森,苗栗縣,10005,南庄鄉,營業中,120.997788,24.574045,南江村小東河23號,037821850,0935292827,https://baeshi.com.tw/index.php/camping,違反相關法規露營場,區域計畫法,是,
瑪雅庭園露營區,苗栗縣,10005,南庄鄉,營業中,120.996734,24.596937,苗栗縣南庄鄉西村大屋坑,,0989554115,,違反相關法規露營場,不符合土地管制法規,是,
有鬼露營區,苗栗縣,10005,南庄鄉,營業中,121.025976,24.54064,苗栗縣南庄鄉東河村鹿場部落24鄰13-5號,037824232,,https://www.easycamp.com.tw/Store_2204.html,違反相關法規露營場,不符合土地管制法規,是,
南苑渡假莊園,苗栗縣,10005,南庄鄉,營業中,120.99649,24.57504,苗栗縣南庄鄉南江村小東河21號,"037821850,037825798",,https://nanyuanmanor.com/,違反相關法規露營場,區域計畫法,是,
山川密境露營區,苗栗縣,10005,南庄鄉,營業中,121.01898,24.59644,353005苗栗縣南庄鄉東江1鄰9號1鄰2-6號,,0926955971,http://www.33camping.com/,違反相關法規露營場,不符合土地管制法規,是,
一葉蘭農場,苗栗縣,10005,南庄鄉,營業中,121.024055,24.530513,苗栗縣南庄鄉東河村鹿場24鄰21號,,0927610610,https://pft.tw/,違反相關法規露營場,不符合土地管制法規,是,
紅毛印象露營窩,苗栗縣,10005,南庄鄉,營業中,120.97533,24.54175,苗栗縣南庄鄉蓬萊村紅毛館五鄰66號,,0937465062,https://www.easycamp.com.tw/Store_1644.html,違反相關法規露營場,不符合土地管制法規,是,
原高露營區,苗栗縣,10005,南庄鄉,營業中,120.9739069,24.52271089,苗栗縣南庄鄉大湳,,0958934936,https://m.icamping.app/store/yg705,違反相關法規露營場,區域計畫法,是,
杉彩露營區,苗栗縣,10005,南庄鄉,營業中,120.975905,24.535679,"14之1號, 南庄鄉苗栗縣353",,,https://www.facebook.com/pages/category/Campground/%E6%9D%89%E5%BD%A9%E9%9C%B2%E7%87%9F%E5%8D%80-1204456929679182/,違反相關法規露營場,不符合土地管制法規,是,
